,ID,Sentence,disease
3513,340,"Patients of childbearing potential must not expect to conceive children by abstaining from sexual intercourse or by using accepted and effective methods of contraception throughout the entire duration of protocol treatment, including during dose interruptions, and for 6 months after the last dose of protocol treatment. Male patients must not father children by abstaining from sexual intercourse or by using a condom during sexual contact with pregnant partners or partners of childbearing potential throughout the entire duration of protocol treatment, including dose interruptions, and for 6 months after the last dose of protocol treatment even if they have had a successful vasectomy",{''}
3514,343,All patients of reproductive potential must agree to use an effective method of contraception during the study,{''}
3515,344,"A female patient is eligible to participate if she is not pregnant, not breastfeeding, and at least one of the following conditions applies",{''}
3516,346,=\< 10% tumor (of total nucleated cellular content) seen on any specimen from a bilateral bone marrow aspirate/biopsy,{'tumor'}
3517,347,"The effects of TRC102 on the developing human fetus are unknown; for this reason and because TRC102 as well as other therapeutic agents used in this trial are known to be teratogenic, women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation, and 4 months after completion of the study drugs; should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately; men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 4 months after completion of TRC102, pemetrexed and cisplatin administration; non-childbearing potential is defined as (by other than medical reasons) \>= 45 years of age and has not had menses for \>= 2 years, amenorrheic for \< 2 years without hysterectomy and oophorectomy and a follicle-stimulating hormone value in the postmenopausal range upon pretrial (screening) evaluation, or post hysterectomy, oophorectomy or tubal ligation; documented hysterectomy or oophorectomy must be confirmed with medical records of the actual procedure or confirmed by ultrasound; tubal ligation must be confirmed with medical records of the actual procedure otherwise the patient must be willing to use 2 adequate barrier methods throughout the study, starting with the screening visit though 4 months after the last dose of study drugs","{'non, am, ##eno ##rr ##he ##ic'}"
3518,356,Female patients of childbearing potential must have a negative pregnancy test documented at time of screening.,{''}
3519,358,"If not postmenopausal or surgically sterile, female patients and female sexual partners of male patients must be willing to use at least one highly effective method of birth control (hormonal contraception, IUD, abstinence, condom) for at least a menstrual cycle before and for 3 months after last study drug administration.",{''}
3520,361,Signed informed consent,{''}
3521,362,Hemoglobin \> 9.0 g/dL (within 7 days of study treatment initiation),{''}
3522,364,Men of childbearing potential must have agreed to use a highly effective contraceptive method to prevent pregnancy while on study,{''}
3523,371,"Alpha feto protein (AFP) levels within normal institutional limits or judged to be not clinically significant by the investigator; Exception If deemed clinically significant, then liver imaging must be available within previous 6 months (e.g., ultrasound, computed tomography \[CT\] scan, magnetic resonance imaging \[MRI\]) showing no evidence of hepatocellular carcinoma","{'he, ##pa ##to ##cellular car ##cin ##oma'}"
3524,391,Undergoing treatment for an active cancer diagnosis,{'cancer'}
3525,415,Any other condition which in the judgment of the investigator would preclude adequate evaluation of the safety and efficacy of AMSCs,{''}
3526,416,STRIVE Trial VUS Patients,{''}
3527,432,Adult Comorbidity Evaluation (ACE)-27 Index \>= 1,{''}
3528,434,Patients screening through OPTIONS #2 or #3 are eligible to enroll anytime between diagnosis and 21 days post RT.,{''}
3529,440,° Serum creatinine≤1.5x ULN OR creatinine clearance ≥50 mL/min on the basis of the Cockcroft-Gault glomerular filtration rate estimation,{''}
3530,442,"Female participants are not pregnant or breastfeeding, not a woman of child-bearing potential (WOCBP) or is a WOCBP and agrees to follow contraceptive guidance.","{'W, W'}"
3531,458,"ALT and AST ≤2.5 × ULN, or ≤5 × ULN in the presence of liver metastases.",{''}
3532,482,Aspartate transaminase/ALT $2.5 x institutional ULN. Transaminases up to 5 x ULN in the presence of liver metastases.,{''}
3533,528,"For the duration of the study treatment period and for at least 90 days following the last dose of study drug, male patients must agree to use effective contraceptive methods during sexual contact with a female of childbearing potential (FCBP) and must agree to refrain from semen or sperm donation during the same timeframe.",{'child'}
3534,547,"The participant agrees not to donate blood or blood products for transfusion from the time of Screening (V1) for a study drug arm, for the duration of the study, and for 5 half lives after the final dose of study drug.",{''}
3535,559,Adequate Bone Marrow Function Defined as,{''}
3536,566,Female patients who are lactating must agree to stop breast-feeding.,{''}
3537,569,Males who are sexually active with partners of child-bearing potential must be willing to abstain from heterosexual activity or adhere to contraception from the time of written consent until 7 months after treatment discontinuation.,{''}
3538,4,"No prior, current, or planned future postoperative or adjuvant XRT, hormonal therapy such as ADT, or any other anticancer therapy (future therapy should not be administered until evidence exists of prostate cancer disease recurrence \[such as PSA recurrence\]).","{'pro, ##state cancer, PS'}"
3539,10,"Dense breasts (BIRADS density categories c-heterogeneously dense or d-extremely dense), or",{''}
3540,14,Activated partial thromboplastin time (aPTT) or PTT =\< 1.5 X ULN unless patient is receiving anticoagulant therapy (as long as PT or PTT is within therapeutic range of intended use of anticoagulants) (performed within 14 days of treatment initiation),{''}
3541,23,"Female participants of childbearing potential who are sexually active with a non-sterilized male partner must agree to use at least 1 highly effective method of contraception from the time of screening and must agree to continue using such precautions for 120 days after the last dose of study drug for participants who receive soquelitinib, or 6 months after the last dose for participants who receive either belinostat or pralatrexate.",{''}
3542,27,Known hemoglobinopathy (sickle cell trait is not an exclusion),"{'hem ##og ##lo ##bino ##pathy, sick ##le cell trait'}"
3543,44,Normotensive (\<95th percentile for age; okay if managed with antihypertensive medication),{''}
3544,47,"In the opinion of the PI, the participant will be compliant and have a high probability of completing the study.",{''}
3545,49,Serum creatinine ≤ 1.5 x institutional upper limit of normal (ULN).,{''}
3546,58,Patient is female and ≥18 years of age at the time of the first screening visit.,{''}
3547,64,Receiving services from an enrolled provider,{''}
3548,73,Absolute neutrophil count (ANC) ≥1500/mm\^3,{''}
3549,76,History of alcohol or other substance abuse.,{'alcohol'}
3550,94,Ability to provide assent for minors aged 12 to 17,{''}
3551,98,month to \< 6 months 0.4 mg/dL,{''}
3552,118,Participants must be ≥18 years of age. Patients as young as 12 years of age will be allowed if permitted by local regulatory authorities and institutional review boards.,{''}
3553,148,Participant access to all protocol therapies must be confirmed prior to enrollment,{''}
3554,151,Cohort H The subjects with G/GEJ adenocarcinoma who have received at least prior second-line systemic chemotherapy;,{'G / GE ##J ad ##eno ##car ##cin ##oma'}
3555,159,Urine protein/ creatinine ratio (UPCR) =\< 1,{''}
3556,162,Partial thromboplastin time (PTT) ≤ 1.5 x ULN,{''}
3557,185,A legal guardian or primary caregiver must be available to help the study-site personnel ensure follow-up and accompany the participant to the study site on each assessment day according to the SoA.,{''}
3558,187,White blood cell (WBC) count ≥ 2500/µL (equivalent to 2.5 x 109/L),{''}
3559,189,Patients must have radiographically measurable disease; measurable disease is defined as the presence of at least one lesion on magnetic resonance imaging (MRI) or computed tomography (CT) scan that can be accurately measured with the longest diameter a minimum of 10 mm in at least one dimension (CT scan slice thickness no greater than 5 mm),{''}
3560,197,"Have active psychosis or diagnosed psychotic disorders (schizophrenia, schizoaffective disorder, delusional disorder, psychotic depression, substance induced psychosis, schizophreniform disorder)","{'ps ##ych ##osis, ps, ##ych ##otic disorders, s ##chi ##zophrenia, s ##chi ##zo ##af ##fect ##ive disorder, del ##usion ##al disorder, ps, ##ych ##otic depression, substance induced ps ##ych ##osis, s, ##chi ##zo ##ph ##ren ##iform disorder'}"
3561,200,Patient under legal protection,{''}
3562,205,"Group 3; severe (Class C); Child-Pugh score 10-15, inclusive",{''}
3563,221,"Apsartate aminotransferase (AST) ≤ 2.5 x institutional upper limit of normal unless liver metastases are present, in which case it must be ≤5x ULN",{'liver'}
3564,234,no severe cardiac dysfunction with left ventricular ejection fraction ≥50%;,{'cardiac d ##ys ##function'}
3565,258,"Received no prior therapy except local radiation therapy (field did not exceed 2 adjacent nodal regions), single agent rituximab (limited to 4 doses), or steroids for symptom control in the 28 days preceding trial enrollment.",{''}
3566,259,Radiation therapy (RT) Patient must not have received RT within 2 weeks after the last dose fraction of RT,{''}
3567,261,Willing and able to correctly and independently complete all study procedures.,{''}
3568,265,"Platelet count ≥100,000/mm3",{''}
3569,277,Written informed consent,{''}
3570,281,V600_K601delinsE,{''}
3571,293,Actarit,{''}
3572,309,"Have no concomitant medical condition (including, but not limited to, ongoing or active infection or any psychiatric disorder), that in the judgment of the investigator will interfere with the patient's ability to participate in the study or render such participation medically inappropriate.","{'infection, psychiatric disorder'}"
